race_id,election_date,state_code,office,jurisdiction,endorsed_candidates,non_person_ballot_options,other_candidates,source_reviewed_candidates,unreviewed_candidates,comparison_count,documented_topics,policy_comparison_count,campaign_frame_comparison_count,agenda_comparison_count,unspecified_comparison_count,paired_evidence_types,agreements,differences_and_emphases,study_status,completeness,identity_review_alert,identity_review_notes
us-president-dem-primary-2016-md,2016-04-26,MD,President,Maryland,Bernie Sanders,Uncommitted,"Hillary Clinton | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-mi,2016-03-08,MI,President,Michigan,Bernie Sanders,Uncommitted,Hillary Clinton | Martin O'Malley | Roque Rocky De La Fuente,,Bernie Sanders | Hillary Clinton | Martin O'Malley | Roque Rocky De La Fuente,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-mo,2016-03-15,MO,President,Missouri,Bernie Sanders,Uncommitted,"Henry Hewes | Hillary Clinton | John Wolfe | Jon Adams | Keith Judd | Martin J. O'Malley | Roque ""Rocky"" De La Fuente | Willie L. Wilson",,"Bernie Sanders | Henry Hewes | Hillary Clinton | John Wolfe | Jon Adams | Keith Judd | Martin J. O'Malley | Roque ""Rocky"" De La Fuente | Willie L. Wilson",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ms,2016-03-08,MS,President,Mississippi,Bernie Sanders,,"Hillary Clinton | Martin O'Malley | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Martin O'Malley | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-mt,2016-06-07,MT,President,Montana,Bernie Sanders,No Preference,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-nc,2016-03-15,NC,President,North Carolina,Bernie Sanders,No Preference,"Hillary Clinton | Martin O'Malley | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Martin O'Malley | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ne,2016-05-10,NE,President,Nebraska,Bernie Sanders,,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-nh,2016-02-09,NH,President,New Hampshire,Bernie Sanders,,"Bill French | Brock C. Hutton | David John Thistle | Edward Sonnino | Edward T., Jr. O'Donnell | Eric Elbot | Graham Schwass | Henry Hewes | Hillary Clinton | James Valentine | John Wolfe | Jon Adams | Keith Judd | Lloyd Kelso | Mark Stewart Greenstein | Martin J. O'Malley | Michael A. Steinberg | Raymond Michael Moroz | Richard Lyons Weil | Robert Lovitt | Roque ""Rocky"" De La Fuente | Sam Sloan | Star Locke | Steve Burke | Steven Roy Lipscomb | Vermin Supreme | William H., Jr. McGaughey",Bernie Sanders | Hillary Clinton | Martin J. O'Malley,"Bill French | Brock C. Hutton | David John Thistle | Edward Sonnino | Edward T., Jr. O'Donnell | Eric Elbot | Graham Schwass | Henry Hewes | James Valentine | John Wolfe | Jon Adams | Keith Judd | Lloyd Kelso | Mark Stewart Greenstein | Michael A. Steinberg | Raymond Michael Moroz | Richard Lyons Weil | Robert Lovitt | Roque ""Rocky"" De La Fuente | Sam Sloan | Star Locke | Steve Burke | Steven Roy Lipscomb | Vermin Supreme | William H., Jr. McGaughey",2,education | healthcare,2,0,0,0,policy_position,"[{""pair"": ""Bernie Sanders / Hillary Clinton"", ""analysis"": ""Both affirm broad access to healthcare: Sanders places healthcare for all within a progressive economic agenda, while Clinton calls affordable healthcare a human right. This goal agreement does not establish identical financing models."", ""comparison_id"": ""hp16-health-principle""}]","[{""pair"": ""Bernie Sanders / Hillary Clinton"", ""relationship"": ""different_emphasis"", ""analysis"": ""Sanders explicitly names tuition-free and debt-free college; Clinton's issue summary emphasizes removing cost and debt barriers. The summary alone does not prove Clinton opposed free tuition or establish all eligibility details."", ""comparison_id"": ""hp16-college-agenda""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
us-president-dem-primary-2016-nj,2016-06-07,NJ,President,New Jersey,Bernie Sanders,,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ny,2016-04-19,NY,President,New York,Bernie Sanders,,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-oh,2016-03-15,OH,President,Ohio,Bernie Sanders,,"Hillary Clinton | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ok,2016-03-01,OK,President,Oklahoma,Bernie Sanders,,Hillary Clinton | Keith Judd | Martin J. O'Malley | Michael A. Steinberg | Roque Rocky De La Fuente | Star Locke,,Bernie Sanders | Hillary Clinton | Keith Judd | Martin J. O'Malley | Michael A. Steinberg | Roque Rocky De La Fuente | Star Locke,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-or,2016-05-17,OR,President,Oregon,Bernie Sanders,,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-pa,2016-04-26,PA,President,Pennsylvania,Bernie Sanders,,Hillary Clinton | Roque Rocky De La Fuente,,Bernie Sanders | Hillary Clinton | Roque Rocky De La Fuente,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-pr,2016-06-05,PR,President,Puerto Rico,Bernie Sanders,,"""Rocky"" Roque De La Fuente | Hillary Clinton",,"""Rocky"" Roque De La Fuente | Bernie Sanders | Hillary Clinton",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ri,2016-04-26,RI,President,Rhode Island,Bernie Sanders,Uncommitted,"Hillary Clinton | Mark Stewart | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Mark Stewart | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-sd,2016-06-07,SD,President,South Dakota,Bernie Sanders,,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-tn,2016-03-01,TN,President,Tennessee,Bernie Sanders,Uncommitted,Hillary Clinton | Martin J. O'Malley,,Bernie Sanders | Hillary Clinton | Martin J. O'Malley,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-tx,2016-03-01,TX,President,Texas,Bernie Sanders,,"Calvis L. Hawes | Hillary Clinton | Keith Judd | Martin J. O'Malley | Roque ""Rocky"" De La Fuente | Star Locke | Willie L. Wilson",,"Bernie Sanders | Calvis L. Hawes | Hillary Clinton | Keith Judd | Martin J. O'Malley | Roque ""Rocky"" De La Fuente | Star Locke | Willie L. Wilson",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-va,2016-03-01,VA,President,Virginia,Bernie Sanders,,Hillary Clinton | Martin J. O'Malley,,Bernie Sanders | Hillary Clinton | Martin J. O'Malley,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-vt,2016-03-01,VT,President,Vermont,Bernie Sanders,,"Hillary Clinton | Martin J. O'Malley | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Martin J. O'Malley | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-wa,2016-05-24,WA,President,Washington,Bernie Sanders,,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-wi,2016-04-05,WI,President,Wisconsin,Bernie Sanders,Uninstructed Delegation,Hillary Clinton | Martin J. O'Malley | Roque Rocky De La Fuente,,Bernie Sanders | Hillary Clinton | Martin J. O'Malley | Roque Rocky De La Fuente,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-wv,2016-05-10,WV,President,West Virginia,Bernie Sanders,,"Hillary Clinton | Keith Judd | Martin J. O'Malley | Paul T., Jr. Farrell | Roque Rocky De La Fuente",,"Bernie Sanders | Hillary Clinton | Keith Judd | Martin J. O'Malley | Paul T., Jr. Farrell | Roque Rocky De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-ak,2020-04-10,AK,President,Alaska,Bernie Sanders,Undeclared,Amy Klobuchar | Elizabeth Warren | Joseph R. Biden | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Bernie Sanders | Elizabeth Warren | Joseph R. Biden | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-al,2020-03-03,AL,President,Alabama,Bernie Sanders,Uncommitted,Amy Klobuchar | Andrew Yang | Cory Booker | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-az,2020-03-17,AZ,President,Arizona,Bernie Sanders,,"Andrew Yang | Deval Patrick | Elizabeth Warren | Henry Hewes | Joseph Biden | Julián Castro | Marianne Williamson | Michael Ellinger | Pete Buttigieg | Roque ""Rocky"" De La Fuente | Tulsi Gabbard",,"Andrew Yang | Bernie Sanders | Deval Patrick | Elizabeth Warren | Henry Hewes | Joseph Biden | Julián Castro | Marianne Williamson | Michael Ellinger | Pete Buttigieg | Roque ""Rocky"" De La Fuente | Tulsi Gabbard",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-ct,2020-08-11,CT,President,Connecticut,Bernie Sanders,Uncommitted,Joe Biden | Tulsi Gabbard,,Bernie Sanders | Joe Biden | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-de,2020-07-07,DE,President,Delaware,Bernie Sanders,,Elizabeth Warren | Joseph R. Biden,,Bernie Sanders | Elizabeth Warren | Joseph R. Biden,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-fl,2020-03-17,FL,President,Florida,Bernie Sanders,,Amy Klobuchar | Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | Joe Biden | Joe Sestak | John Delaney | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | Joe Biden | Joe Sestak | John Delaney | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-ga,2020-06-09,GA,President,Georgia,Bernie Sanders,,Amy Klobuchar | Andrew Yang | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-id,2020-03-10,ID,President,Idaho,Bernie Sanders,,"Amy Klobuchar | Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Roque ""Rocky"" De La Fuente | Steve Burke | Tom Steyer | Tulsi Gabbard",,"Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Roque ""Rocky"" De La Fuente | Steve Burke | Tom Steyer | Tulsi Gabbard",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-in,2020-06-02,IN,President,Indiana,Bernie Sanders,,Amy Klobuchar | Andrew Yang | Elizabeth Warren | Joseph R. Biden | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Elizabeth Warren | Joseph R. Biden | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-ks,2020-05-02,KS,President,Kansas,Bernie Sanders,Uncommitted,Elizabeth Warren | Joseph R. Biden | Tulsi Gabbard,,Bernie Sanders | Elizabeth Warren | Joseph R. Biden | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-ma,2020-03-03,MA,President,Massachusetts,Bernie Sanders,No Preference,Amy Klobuchar | Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-md,2020-06-02,MD,President,Maryland,Bernie Sanders,Uncommitted,Amy Klobuchar | Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | Joe Biden | Julian Castro | Marianne Williamson | Michael Bennet | Michael Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | Joe Biden | Julian Castro | Marianne Williamson | Michael Bennet | Michael Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-mo,2020-03-10,MO,President,Missouri,Bernie Sanders,Uncommitted,"Amy Klobuchar | Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | Henry Hewes | John K. Delaney | Joseph R. Biden | Julián Castro | Leonard J., II Steinman | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Robby Wells | Roque De La Fuente | Steve Burke | Tom Steyer | Tulsi Gabbard | Velma Steinman | William C. (Bill) Haas",,"Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | Henry Hewes | John K. Delaney | Joseph R. Biden | Julián Castro | Leonard J., II Steinman | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Robby Wells | Roque De La Fuente | Steve Burke | Tom Steyer | Tulsi Gabbard | Velma Steinman | William C. (Bill) Haas",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-ms,2020-03-10,MS,President,Mississippi,Bernie Sanders,,Amy Klobuchar | Andrew Yang | Deval Patrick | Elizabeth Warren | Joseph R. Biden | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Deval Patrick | Elizabeth Warren | Joseph R. Biden | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-mt,2020-06-02,MT,President,Montana,Bernie Sanders,No Preference,Elizabeth Warren | Joseph R. Biden,,Bernie Sanders | Elizabeth Warren | Joseph R. Biden,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2020-nc,2020-03-03,NC,President,North Carolina,Bernie Sanders,No Preference,Amy Klobuchar | Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julian Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | John K. Delaney | Joseph R. Biden | Julian Castro | Marianne Williamson | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
